买家用户名,客户标签,运营建议,净消费额(Net LTV),总流水(Gross),订单数(1Y),退货率(1Y),最近购买(天前),客单价(Net AOV)
jamey0393,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,289.21,289.21,4,0.0%,51,72.3
yadriesot_0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$289.19。,289.19,289.19,2,33.3%,298,144.59
intel97,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,288.96,288.96,2,0.0%,39,144.48
kaimcdo_88,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$288.39。,288.39,288.39,2,33.3%,3,144.19
johnsonsnacks2009,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,287.49,287.49,6,0.0%,70,47.91
ostravskey,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$286.97。,286.97,286.97,2,33.3%,308,143.49
canjun68,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,286.92,286.92,2,0.0%,204,143.46
jesusmez_0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$285.89。,285.89,285.89,2,33.3%,229,142.94
kians-shop,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$283.56。,283.56,283.56,2,33.3%,57,141.78
angiesalas11,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$283.47。,283.47,283.47,2,33.3%,234,141.74
hardeeauto,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,283.19,283.19,3,0.0%,108,94.4
firstleasingcorp,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,283.17,283.17,2,0.0%,57,141.58
tireswheels2021,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,282.94,282.94,3,0.0%,154,94.31
sunnysocalshop,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$282.33。,282.33,282.33,2,33.3%,233,141.16
lusha4820,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,281.76,281.76,12,0.0%,26,23.48
jmmartes,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,280.47,280.47,6,0.0%,92,46.75
nextmodstore,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,279.47,279.47,2,0.0%,267,139.73
anie-machi,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$279.28。,279.28,279.28,2,33.3%,197,139.64
borice0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$278.77。,278.77,278.77,2,33.3%,299,139.38
rimsrus410,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,278.27,278.27,2,0.0%,247,139.13
wardelhod_0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$277.98。,277.98,277.98,2,33.3%,293,138.99
ry_seba,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,277.96,277.96,2,0.0%,79,138.98
789prem,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,277.04,277.04,5,0.0%,166,55.41
tn15581,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,276.35,276.35,5,0.0%,102,55.27
vikings2420,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,276.23,276.23,7,0.0%,25,39.46
armmotors,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,275.06,275.06,1,50.0%,5,275.06
chanalias,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,274.04,274.04,3,0.0%,131,91.35
donnydvis190e,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$271.47。,271.47,271.47,2,33.3%,288,135.73
leogmail129,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$270.72。,270.72,270.72,2,33.3%,208,135.36
jerenar_45,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,269.88,269.88,2,0.0%,34,134.94
jogar_9016,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,269.19,269.19,1,0.0%,158,269.19
scarface121_8,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$267.97。,267.97,267.97,2,33.3%,213,133.98
luimartine-722,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$267.97。,267.97,267.97,2,33.3%,77,133.98
redalaki_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,265.96,265.96,1,50.0%,27,265.96
peteopanasyu-0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率40%，实际净值仅$264.36。,264.36,264.36,2,40.0%,61,132.18
howester12,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,261.23,261.23,3,0.0%,163,87.08
01mracing,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,260.89,260.89,6,0.0%,11,43.48
chasierrac_0,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,260.28,260.28,2,0.0%,138,130.14
luimedran-46,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$259.41。,259.41,259.41,2,33.3%,5,129.7
sherom-4603,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$258.99。,258.99,258.99,2,33.3%,323,129.5
jaedw_9650,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$258.97。,258.97,258.97,2,33.3%,255,129.48
13649ralphyp,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$258.52。,258.52,258.52,2,50.0%,171,129.26
izzyg19111,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$257.91。,257.91,257.91,2,33.3%,179,128.95
williarodrgue_0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,257.64,257.64,3,0.0%,199,85.88
ruffclothing_8,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,257.45,257.45,3,0.0%,176,85.82
oliveguam,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,255.73,255.73,2,0.0%,338,127.87
rkobi112,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$255.72。,255.72,255.72,2,33.3%,320,127.86
hectode_0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,251.92,251.92,3,0.0%,199,83.97
cleme.pr2015,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$250.74。,250.74,250.74,2,33.3%,161,125.37
cmessina,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$250.00。,250.0,250.0,2,33.3%,122,125.0
stormalloywheels,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,250.0,250.0,1,0.0%,51,250.0
penghanna,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,249.23,249.23,3,0.0%,59,83.08
jboogs144,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,248.98,248.98,2,0.0%,53,124.49
israel-amaro,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$248.97。,248.97,248.97,2,33.3%,262,124.48
he593393,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$248.97。,248.97,248.97,2,33.3%,238,124.48
crisgar7836,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$246.96。,246.96,246.96,2,50.0%,90,123.48
papas_944,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$246.51。,246.51,246.51,2,33.3%,122,123.25
josesal-19,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,246.51,246.51,1,0.0%,59,246.51
rssyuni,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$245.61。,245.61,245.61,2,33.3%,2,122.81
esc_7781,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$245.61。,245.61,245.61,2,33.3%,17,122.81
adr_753391,[DISPUTE] 纠纷发起者 | [SERIAL-RETURN] 惯性退货,高危预警: 曾发起Payment Dispute，建议拉黑。 利润杀手: 退货率40%，实际净值仅$245.03。,245.03,245.03,3,40.0%,294,81.68
charly2317,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,244.65,244.65,2,0.0%,153,122.32
jay74034,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$244.20。,244.2,244.2,2,33.3%,309,122.1
srm_autosports,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,244.1,244.1,4,0.0%,5,61.02
ostiense2002_7,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$243.66。,243.66,243.66,2,33.3%,212,121.83
braverjesuschrist,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,243.35,243.35,9,0.0%,110,27.04
josemarialfar-0,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,242.9,242.9,2,0.0%,344,121.45
2010william.william,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$241.97。,241.97,241.97,2,33.3%,258,120.98
therim-34,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,241.81,241.81,3,0.0%,21,80.6
caputoracing,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,240.49,240.49,5,0.0%,308,48.1
deregillespi-6,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$240.11。,240.11,240.11,2,33.3%,20,120.06
patwh_4,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$239.92。,239.92,239.92,2,50.0%,326,119.96
vernamluxautosl,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$239.77。,239.77,239.77,2,33.3%,346,119.88
juliocesaescandonsaman-0,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,238.78,238.78,2,0.0%,145,119.39
countr_57,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,238.32,238.32,3,0.0%,142,79.44
orl_471285,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$238.05。,238.05,238.05,2,33.3%,313,119.03
cmtawali,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,237.98,237.98,2,0.0%,117,118.99
dakgr_7685,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率40%，实际净值仅$237.45。,237.45,237.45,3,40.0%,59,79.15
soundonwheels3165,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,237.17,237.17,3,0.0%,187,79.06
antsm-789709,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$237.12。,237.12,237.12,2,33.3%,309,118.56
bravo_50,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,236.52,236.52,3,0.0%,72,78.84
meiknarf,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$235.99。,235.99,235.99,2,33.3%,263,118.0
marlon917815,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,235.93,235.93,3,0.0%,3,78.64
zac12483,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,235.24,235.24,1,0.0%,67,235.24
subhu_14,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$235.00。,235.0,235.0,2,33.3%,180,117.5
mhkp16,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,234.98,234.98,3,0.0%,114,78.33
cdtire,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,234.93,234.93,4,0.0%,26,58.73
yunikov1985,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,233.97,233.97,4,0.0%,74,58.49
myroslakuznetso0,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,232.77,232.77,3,0.0%,113,77.59
jdmsquad001,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,232.48,232.48,2,0.0%,277,116.24
chtoo_3138,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$231.96。,231.96,231.96,2,50.0%,249,115.98
domsed5,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$230.82。,230.82,230.82,2,50.0%,106,115.41
charli3panda,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,230.77,230.77,2,0.0%,67,115.39
wn10701_4,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,230.13,230.13,2,0.0%,33,115.06
abaus27,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,229.98,229.98,1,0.0%,346,229.98
aleks2005_9,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,229.49,229.49,2,0.0%,266,114.75
kimbrigance,[DISPUTE] 纠纷发起者,高危预警: 曾发起Payment Dispute，建议拉黑。,229.48,229.48,1,50.0%,344,229.48
libertyford,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率67%，实际净值仅$229.44。,229.44,229.44,2,66.7%,180,114.72
nando0101,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,228.55,228.55,6,0.0%,0,38.09
kos7676,[DISPUTE] 纠纷发起者,高危预警: 曾发起Payment Dispute，建议拉黑。,227.98,227.98,1,50.0%,105,227.98
flaco22gabriel,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,227.76,227.76,2,0.0%,108,113.88
manicsubsidal32,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,227.24,227.24,2,0.0%,35,113.62
rdnck_-3935,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,226.76,226.76,1,0.0%,90,226.76
iragakho-35,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$226.56。,226.56,226.56,2,33.3%,47,113.28
wlost917,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,226.18,226.18,2,0.0%,168,113.09
bestseller305,[WHALE] 超级鲸鱼,VVIP客户: 净贡献极高，需专项维护防止流失。,224.7,224.7,1,0.0%,108,224.7
gabaguir59,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$224.00。,224.0,224.0,2,50.0%,85,112.0
capitolnissansj,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,223.44,223.44,3,0.0%,210,74.48
mikvoge-70,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$223.17。,223.17,223.17,2,33.3%,312,111.59
gilbertm424,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$223.17。,223.17,223.17,2,33.3%,320,111.59
smokeshowing184,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$222.16。,222.16,222.16,2,33.3%,284,111.08
abhigeo25,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$222.00。,222.0,222.0,2,33.3%,204,111.0
howarmcdanie_0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$221.98。,221.98,221.98,2,33.3%,302,110.99
cesarrduarrte2012,[WHALE] 超级鲸鱼 | [DORMANT] 沉睡大客户,VVIP客户: 净贡献极高，需专项维护防止流失。 流失预警: 优质客户超半年未回购，建议邮件召回。,220.36,220.36,3,0.0%,261,73.45
beth5401,[WHALE] 超级鲸鱼 | [LOYAL] 忠诚客户,VVIP客户: 净贡献极高，需专项维护防止流失。 复购良好: 年内2次以上购买，适合新品推荐。,220.17,220.17,3,0.0%,138,73.39
